Property ID,Built Year,Property Name,Star Rating,Pincode,Property Type,Free WiFi,Entire Property,Latitude,Longitude,Distance from Center
1000009912,2019,The Hotel Swastik Inn,0,221001,Hotel,True,False,25.3088,83.00747,1.5078018357900023
1000009946,2013,Hotel Kiran Palace,3,221002,Hotel,True,False,25.33826,82.97849,3.254980430658165
1000009958,2007,Rashmi Guest House (A Place On River),0,221001,Guest House,True,False,25.30805,83.01103,1.875225653793092
1000009970,2011,PEARL COURTYARD,4,221001,Hotel,True,False,25.30936,83.00447,1.200157925255163
1000009972,2016,Ali Baba Guest House,0,221001,Guest House,True,False,25.30562,83.0089,1.75939844190338
1000009974,2011,Dwivedi Hotels (Palace on Steps),3,221001,Hotel,True,False,25.30507,83.00924,1.8159621754577682
1000009975,2013,Gupta Inn,3,221002,Hotel,True,False,25.33909,82.98315,3.162822234836641
1000010042,2014,Hotel Deva Inn,0,221001,Hotel,True,False,25.30913,83.0063,1.384845355224946
1000010052,2012,HVH KASHI VISHWANATH,3,221001,Hotel,True,False,25.30786,83.00609,1.4046340256285166
1000010061,2014,Hotel Divine Destination,3,221001,Hotel,True,False,25.30913,83.0041,1.1710012443352684
1000011076,2012,Hotel Central Residency,3,221001,Hotel,True,False,25.3174,82.99073,0.6340870828122004
1000011540,2014,Hotel Janhvi International,3,221002,Hotel,True,False,25.323,82.988,1.313911236746549
1000011987,2019,Varanasi Homestay | A Homlee Stay,3,221002,Homestay,False,False,25.33983,82.98537,3.1807606597339615
1000012082,2013,PG On Ganges,0,221001,Hotel,True,False,25.29262,83.00661,2.5621131961813166
1000012257,2014,The Sapphire Grand,3,221002,Hotel,True,False,25.33867,82.98163,3.169815964439347
1000012493,2011,Bedzzz Varanasi by Leisure Hotels |1 Km from Dashashwamedh Ghat,3,221001,Hotel,False,False,25.30916,83.00198,0.9669292905356004
1000012503,2013,HOTEL VARANASI PALACE,3,221002,Hotel,True,False,25.32571,82.98949,1.5575066688621952
1000012746,2014,Hotel Alka,3,221001,Hotel,True,False,25.30897,83.01207,1.9564740903327238
1000013035,2014,Hotel Kanishka,0,221002,Hotel,False,False,25.3255,82.99518,1.5131744105256542
1000013236,2014,Hotel Banaras Haveli,3,221005,Hotel,True,False,25.28862,83.00648,2.940776336156154
1000013289,2011,Diamond Hotel,3,221010,Hotel,True,False,25.29803,83.00155,1.784514107019647
1000013377,2016,Teerth Guest House,0,221001,Guest House,True,False,25.31,83.01,1.733246413502899
1000014498,2014,Raj Mahal Hotel,0,221010,Hotel,False,False,25.30792,82.99744,0.6467797685070541
1000015072,2012,NEW HOTEL BROADWAY,4,221001,Hotel,True,False,25.29689,83.00257,1.9453615490115304
1000015116,2011,Hotel Padmini International,3,221010,Hotel,False,False,25.30754,82.9835,1.0702080952029591
1000015156,2011,Hotel Divya,0,221003,Hotel,True,False,25.28825,83.00428,2.8826319805012974
1000015160,2013,OM GUEST HOUSE,0,221005,Guest House,True,False,25.28575,83.00521,3.174999076364092
1000015162,2013,Kesher Paying Guest House,0,221005,Guest House,True,False,25.28477,83.00551,3.2871449963360213
1000015168,2011,Hotel Haifa,3,221005,Hotel,True,False,25.2887,83.00412,2.8303225145890996
1000015172,2014,Hotel Plaza Inn,3,221002,Hotel,False,False,25.32643,82.98901,1.6464970661239398
1000015178,2012,Hotel City Inn,3,221002,Hotel,True,False,25.32764,82.98895,1.7788070883255827
1000015212,2011,Hotel Pratap Palace,3,221002,Hotel,True,False,25.32578,82.98762,1.616776486069218
1000015286,2015,Hotel Grand Continental,3,221010,Hotel,True,False,25.32617,82.98975,1.602056976252985
1000015348,2014,Hotel Dolphin International,3,221010,Hotel,True,False,25.30015,82.99969,1.488361272738888
1000015352,2014,Hotel Premiere Villa,3,221005,Hotel,True,False,25.28343,82.9995,3.250448766365351
1000015992,2014,Hotel Janki International,3,221010,Hotel,True,False,25.31122,82.98713,0.5879197985188623
1000016398,2014,Hotel Pragya International,0,221001,Hotel,False,False,25.31037,83.00571,1.3004418880812527
1000016580,2014,Hotel Ganesha,0,221005,Hotel,True,False,25.28904,83.00385,2.7848504874657145
1000016788,2014,Hotel Chandra,0,221002,Hotel,True,False,25.31361,82.98917,0.413832054926942
1000016862,2018,Hotel J S Residency,3,221001,Hotel,False,False,25.29865,83.00191,1.743135015999327
1000016910,2013,Hotel Dwarika,0,221005,Hotel,False,False,25.27759,83.00597,4.050353387548771
1000017512,2014,Hotel Hari Vilaas,3,221001,Hotel,True,False,25.30933,82.9947,0.35188099933894545
1000017520,2020,Puja Residency,3,221010,Hotel,False,False,25.30275,82.97392,2.1706303461821173
1000017594,2014,Gautam Hotel,3,221001,Hotel,True,False,25.32432,83.00244,1.6674475165291547
1000018370,2013,Hotel Regency,3,221002,Hotel,True,False,25.32993,82.99197,1.9906434843635235
1000018388,2014,Hotel K. J. International,3,221006,Hotel,True,False,25.4297,82.86224,18.53363682215325
1000018396,2017,Galaxy Inn,0,221007,Hotel,False,False,25.35777,83.01157,5.419044157441073
1000018668,2015,Assi River Guest House,0,221005,Guest House,True,False,25.289,83.00366,2.781458167248659
1000019048,2014,Hotel Madhuvan Palace,3,221004,Hotel,False,False,25.2872,82.96925,3.6455022309217573
1000019994,2012,Prince Palace,0,221002,Guest House,True,False,25.3522,82.99816,4.495836045693861
1000019996,2013,Hotel Heritage Inn,3,221001,Hotel,True,False,25.29343,83.00496,2.3987299759500416
1000019998,2014,Hotel Park Plaza,3,221002,Hotel,True,False,25.33777,82.97686,3.2835770140643006
1000020012,2013,Marilyn Guest House,0,221001,Guest House,False,False,25.29422,83.00479,2.3144721368951964
1000020016,2011,Hotel Gautam Grand,3,221002,Hotel,True,False,25.32634,82.9892,1.6323139812032983
1000020404,2014,Hotel Surabhi International,3,221007,Hotel,True,False,25.357,83.008,5.223560316758462
1000020412,2014,Hotel Santoor,3,221010,Hotel,True,False,25.30919,82.98812,0.5766200074010788
1000020414,2016,Hotel Keshari Atithi Bhawan,0,221001,Guest House,False,False,25.31042,83.00674,1.4022565544080943
1000021210,2015,Royal Guest House,3,221010,Hotel,True,False,25.30291,82.97469,2.0942037416815786
1000026282,2015,Hotel RB INTERNATIONAL,0,221010,Hotel,True,False,25.29869,83.00178,1.7325711020597847
1000026666,2007,Pallavi International Hotel,3,221001,Hotel,True,False,25.32141,82.99797,1.1587822284699412
1000026722,2015,Hotel Rameshwaram,3,221005,Hotel,True,False,25.28206,83.00009,3.411787787598739
1000028264,2016,Hotel Shivganga,0,221010,Hotel,True,False,25.30828,82.99897,0.7395956023866337
1000029878,2015,The Westinn,3,221002,Hotel,True,False,25.33857,82.98065,3.1960917770832777
1000029916,2014,Surya Residency,0,221001,Hotel,False,False,25.31035,83.00532,1.2619879343658162
1000030308,2014,Hotel Shanti Inn Near Kedareshwar Temple,3,221001,Hotel,False,False,25.29639,83.0069,2.2383199595450773
1000031744,2016,HOTEL MRK,0,221001,Hotel,True,False,25.30707,83.00978,1.784158656981758
1000032264,2015,Hotel Parque Inn,3,221010,Hotel,True,False,25.29787,82.96999,2.791485526384068
1000035166,2011,"Hotel City Grand, Varanasi",3,221002,Hotel,False,False,25.3282,82.99,1.8196557994002842
1000035676,2014,Citi Residenci,3,221005,Hotel,True,False,25.29988,82.96924,2.7368974399903387
1000036428,2015,Hotel Rivera Palace,3,221010,Hotel,True,False,25.29211,83.00592,2.5741731671921912
1000036644,2015,LEELA GUEST HOUSE,0,221001,Hotel,False,False,25.30204,83.0075,1.841291735986619
1000037426,2016,Aanvi palace hotel,0,221002,Hotel,False,False,25.32314,82.98643,1.3946630936013047
1000046200,2016,hotel Aparajita,0,221005,Guest House,False,False,25.27774,83.00697,4.068414180458935
1000047444,2017,Hotel Venktesh,0,221002,Guest House,False,False,25.32744,82.99133,1.7188617884984516
1000048258,2017,HOTEL J.J. RESIDENCY,0,221010,Hotel,True,False,25.29843,83.00454,1.9132342327665395
1000048478,2015,Costa River,3,221002,Hotel,True,False,25.33859,82.97963,3.23901521913825
1000051498,2016,Hotel Sarweshwary,4,221001,Hotel,True,False,25.27885,83.00498,3.885849213558059
1000052744,2013,Suraj Guest House ,0,221001,Guest House,False,False,25.31072,83.01232,1.9570028919803764
1000053420,2014,Hotel Cresent,3,221005,Hotel,True,False,25.30163,82.99626,1.206449445114203
1000053430,2014,Shree Ganesha Palace Near Kashi Vishwanath Temple,3,221001,Hotel,True,False,25.3103,83.00479,1.2102185849989047
1000053726,2021,Hotel De Paris,0,221001,Hotel,False,False,25.33464,82.97821,2.9142545956464487
1000053772,2012,Hotel Lara India,3,221001,Hotel,True,False,25.3091,83.0074,1.4932944064689089
1000056968,2014,Pavitri Guest House,0,221010,Guest House,False,False,25.30805,82.99628,0.5590956475628577
1000057832,2017,Hotel Kaushik,0,221113,Hotel,False,False,25.25884,82.91328,9.95473307137384
1000057856,2014,Golden Lodge,0,221001,Guest House,True,False,25.31039,83.01017,1.7450733025354257
1000059848,2017,Hotel Sita,3,221001,Hotel,True,False,25.30457,83.00898,1.817128449693838
1000063522,2014,Old City PG Hostel,0,221001,Guest House,False,False,25.2935,83.0064,2.4685011077671204
1000064470,2015,HOTEL ARYA,3,221001,Hotel,True,False,25.29918,83.00457,1.8498413803151545
1000064588,2013,Hotel Sahu Near Kashi Vishwanath Temple Gate,3,221001,Hotel,False,False,25.30879,83.00897,1.6548315960288895
1000065790,2016,Hotel Awadh,0,221001,Hotel,False,False,25.32581,82.98951,1.5679154103550066
1000066770,2014,Shri Guest House,0,221001,Guest House,False,False,25.30703,83.01042,1.846765368388577
1000066970,2015,Jade Inn,3,221002,Hotel,True,False,25.34261,82.97543,3.8254774138750958
1000067414,2017,Hotel HM International,0,221001,Hotel,False,False,25.3108,83.00538,1.2614701235711163
1000068318,2015,Hotel Landmark,3,221010,Hotel,True,False,25.3046,82.9803,1.5138592892043368
1000070066,2007,"Taj Ganges, Varanasi",5,221002,Hotel,True,False,25.3361,82.98418,2.8146433688358123
1000072072,2016, Hotel Aakash Ganga,0,221001,Hotel,True,False,25.2953,83.00513,2.231119421224486
1000077672,2017,Hotel Prakash Palace,2,221005,Hotel,False,False,25.28427,83.00354,3.2684943165934395
1000085380,2017,Narendra Guest House,0,221005,Guest House,False,False,25.27675,83.00909,4.248779101299558
1000086270,2017,Arvi Residency Guest House,0,221109,Guest House,False,False,25.28344,82.97862,3.490247652651532
1000086280,2017,RAJ SHANTI GUEST HOUSE,0,221007,Guest House,True,False,25.36467,83.01895,6.410011013123297
1000086286,2014,Maa Vaishno Guest House,0,221010,Guest House,True,False,25.29686,83.00438,2.045065753200207
1000086510,2015,"BrijRama Palace, Varanasi | By the Ganges",5,221001,Hotel,True,False,25.30523,83.00909,1.7947528682938645
1000090062,2016,Hotel Ozas Grand - INFRONT OF BHU TRAUMA CENTER,3,221005,Hotel,True,False,25.27711,83.00678,4.127680381212207
1000094340,2016,Ganga Paying Guest House,0,221005,Guest House,True,False,25.28668,83.00664,3.1405089007661804
1000101530,2016,Hotel Madin,5,221002,Hotel,True,False,25.33774,82.9793,3.1673151025604938
1000102768,2016,Hotel Ganges Grand,3,221001,Hotel,True,False,25.30932,83.00677,1.4261748334329707
1000102918,2016,Hotel Picasso,2,221001,Hotel,True,False,25.29367,83.00479,2.367065386988079
1000104504,2016,De Bougainvilla,3,221005,Hotel,True,False,25.29108,83.00063,2.4573844731065706
1000104931,2016,Hotel Silk City,3,221002,Hotel,True,False,25.33738,82.97714,3.231982529630951
1000105420,2019,Hotel Siddharth,3,221010,Hotel,False,False,25.31047,82.9897,0.36698576763704277
1000107552,2017,RLJ Guest House,0,221005,Guest House,True,False,25.28946,83.00423,2.7575569917189537
1000108919,2016,HOTEL SLE RESIDENCY,3,221010,Hotel,True,False,25.30783,82.9911,0.5029269593968535
1000109379,2017,Kashi Annapurna Paying Guest House,0,221001,Guest House,False,False,25.31016,83.01073,1.8038580456412392
1000110011,2016,Dwivedi Hotels (Sri Omkar Palace),3,221001,Hotel,True,False,25.30432,83.00844,1.7822733006039602
1000110868,2017,Purple Lotus Homestay,0,221005,Homestay,True,False,25.28878,83.0037,2.8055671029587583
1000112161,2017,Hotel RAHIL PALACE,3,221010,Hotel,True,False,25.30753,82.9921,0.5088529722501985
1000112385,2017,HOTEL ADITYA,0,221001,Hotel,True,False,25.30735,83.0044,1.2679271744410328
1000112420,2017,Modern Vision Guest House,0,221001,Guest House,False,False,25.30399,83.00787,1.7507884280827946
1000112524,2017,Tridev Hotel,3,221001,Hotel,True,False,25.31958,83.01584,2.452611775578893
1000112527,2017,SHIVRATRI GUEST HOUSE,0,221001,Hotel,True,False,25.30824,83.00971,1.7413446903631433
1000112715,2015,Sagar Guest House,0,221001,Guest House,True,False,25.3097,83.00178,0.9293679431963078
1000112723,2015,Tara Guest House,0,221001,Guest House,True,False,25.30232,83.00634,1.7301746956538888
1000114340,2014,Shanti Guest House,0,221001,Guest House,True,False,25.31167,83.01337,2.057392621224533
1000114889,2017,Vishwanath Paying Guest House,0,221001,Guest House,False,False,25.31075,83.01104,1.828463268301829
1000115209,2017,Lime Villa on Gangaghat | Bed & Breakfast,0,221005,Homestay,False,False,25.25811,83.02164,6.657100367128227
1000115349,2017,Baba Guest House,0,221001,Guest House,False,False,25.30523,83.0097,1.8505139400278332
1000115544,2015,HOTEL NEEL GAGAN  HOTEL TOURIST,0,221002,Hotel,False,False,25.32632,82.98878,1.6403122250347235
1000119199,2017,HOTEL SGT PLAZA,3,221007,Hotel,True,False,25.37138,83.02554,7.36758185098897
1000119325,2017,The India Benares ,4,221002,Hotel,True,False,25.33213,82.98508,2.367558908324933
1000122482,2017,Hotel Blue Star,0,221002,Hotel,False,False,25.32489,82.98879,1.4867355918142473
1000122484,2017,Vipassana Guest House,0,221007,Guest House,True,False,25.36403,83.01919,6.355105246266793
1000123415,2017,Vinayak Heritage,3,221010,Hotel,False,False,25.30901,83.00176,0.9518889752000148
1000124299,2017,Tree of Life Resorts & Spa,5,221005,Resort,True,False,25.40209,82.88362,14.860514267157674
1000132500,2007,Radisson Hotel Varanasi,5,221002,Hotel,True,False,25.33849,82.98077,3.18324419976782
1000132530,2017,Hotel Aadesh Palace,0,221001,Hotel,True,False,25.31083,83.00832,1.5552512227630848
1000132628,2017,HOTEL GOKUL GRAND,0,221001,Hotel,True,False,25.30003,83.00455,1.7764163244576991
1000136605,2011,Clarks Varanasi,5,221002,Hotel,True,False,25.33653,82.97791,3.1117355873617454
1000137026,2013,Dwivedi Hotels (Elena Hotel) ,0,221001,Hotel,True,False,25.30507,83.00925,1.8168710767015226
1000137274,2014,Rahul Guest House,0,221005,Guest House,True,False,25.28185,83.00963,3.755208345088014
1000139617,2016,Hotel Kashi Inn,0,221001,Hotel,False,False,25.32678,82.98887,1.6876511652443227
1000142426,2017,goSTOPS Lite Varanasi,3,221010,Hostel,True,False,25.29943,82.99966,1.5586413012358913
1000142643,2017,Hotel Ashiyana,0,221002,Hotel,False,False,25.32578,82.98934,1.5684769327802242
1000142686,2017,J.P Guest House,0,221002,Guest House,False,False,25.32732,82.9904,1.7167860472596195
1000144013,2017,Stay Inn's Heritage | Near Dashashwamedh Ghat,0,221001,Homestay,True,False,25.30404,83.008,1.7592073326163686
1000146407,2015,Satsang Lodge,2,221002,Guest House,False,False,25.32511,82.98828,1.5250892466333754
1000147339,2018,Pushpanjali Home Stay | Wi-Fi & Parking,3,221002,Homestay,True,False,25.3501,82.96622,5.009680887160068
1000148585,2017,Travelling Troopers Homestay,3,221010,Homestay,True,False,25.31823,82.98928,0.7781120557251734
1000148620,2017,Hotel Bleue Mont,2,221002,Hotel,False,False,25.32583,82.99123,1.5417553313034214
1000157935,2017,Srishti Shelter,0,221007,Guest House,False,False,25.38446,83.02981,8.864809579322696
1000158117,2017,Hotel Meadows ,3,221002,Hotel,True,False,25.33826,82.97977,3.19978414107046
1000158261,2017,Guleria Kothi @ Ganges (A Boutique Heritage Hotel),4,221001,Hotel,True,False,25.31227,83.01509,2.2299888655132913
1000160043,2017,Hotel Varanasi Inn,3,221001,Hotel,True,False,25.31731,82.99219,0.589553731663143
1000160396,2019,walkin shiva paying guest house,0,221005,Guest House,False,False,25.28846,83.0039,2.8461611045367494
1000160920,2017,Sai Homestay | Rooms & Caretaker,0,221010,Homestay,True,False,25.30841,82.98287,1.086964086234168
1000160977,2017,Hotel Saffron,3,221001,Hotel,True,False,25.30914,83.00412,1.1726259578705767
1000165139,2018,Hotel Royal Country Club,0,221105,Hotel,False,False,25.41424,82.88238,15.88877575122233
1000165534,2018,Hotel R K Grand,3,221010,Hotel,True,False,25.31294,82.98874,0.43042134711726693
1000165664,2018,Utsav Residency,0,221005,Hotel,True,False,25.28007,83.00267,3.6887474463795837
1000166219,2018,Liberty Guest House,3,221001,Guest House,False,False,25.30644,83.00938,1.769438026578635
1000168739,2018,Stay Banaras | A Boutique Stay,3,221010,Hotel,True,False,25.31532,82.98507,0.8677024990457093
1000169011,2018,Hotel Yash Residency,3,221005,Hotel,True,False,25.28475,82.9941,3.037740641169541
1000169112,2018,Hotel Bagla Atithi Banaras,0,221001,Guest House,True,False,25.31045,83.00754,1.4816323821701693
1000169350,2018,International Travellers' Hostel by ITH Stays,3,221002,Hostel,True,False,25.32224,82.98666,1.295635295637765
1000171042,2018,Comfort Inn Benares,4,221002,Hotel,True,False,25.33877,82.97818,3.3196307513198704
1000171999,2018,Safarnama Varanasi | A Boutique B&B,3,221001,BnB,False,False,25.30738,83.00692,1.5012167674090175
1000172454,2018,Hotel O Us Residency,3,221005,Hotel,True,False,25.28338,82.97435,3.6934635162150333
1000173381,2011,"Taj Nadesar Palace, Varanasi",5,221002,Hotel,False,False,25.33642,82.98837,2.7481631948853558
1000175224,2018,Hotel O Haveli Inn,3,221002,Hotel,False,False,25.3283,82.99213,1.8088535191394537
1000176261,2018,Hotel Sai Palace,0,221010,Hotel,True,False,25.30318,82.97382,2.1572010201279723
1000177433,2018,Hotel Yelchiko,0,221002,Hotel,True,False,25.33335,82.98527,2.4899619969708167
1000177986,2018,Bliss Guest House | Rooms & Restaurant,0,221005,BnB,True,False,25.28506,83.00652,3.298233875647392
1000179562,2018,The Shivay Guest House,0,221010,Guest House,False,False,25.30838,83.00203,1.0036798325489664
1000181030,2018,Costa Riviera Hotel,4,221002,Hotel,True,False,25.32331,82.99548,1.2787385141867729
1000181445,2018,Hotel New Star Palace,0,221002,Hotel,True,False,25.32754,82.98961,1.7542395382389926
1000183019,2018,Brown Bread Bakery Guest House,0,221001,Guest House,True,False,25.30328,83.00729,1.7438414461007254
1000185084,2018,Hotel Uday Palace,3,221005,Hotel,True,False,25.28343,82.97195,3.8163700227695356
1000190629,2018,Holy Home Stay,0,221002,Guest House,True,False,25.33279,82.9856,2.4205326981409416
1000191012,2018,Palette Heritage Scindia Ghat,4,221001,Hotel,False,False,25.31236,83.01512,2.233136608757806
1000194414,2018,Shri Maa Ambey Paying Guest House,0,221001,Guest House,False,False,25.31039,83.00596,1.3250055626834683
1000194474,2018,vijaigarh kothi,3,221005,Hotel,True,False,25.28926,83.00252,2.7119212301907023
1000198962,2018,Hotel Ud Assi Inn Near Assi Ghat,0,221010,Hotel,False,False,25.29236,83.00486,2.497285000643044
1000199129,2018,Hotel K V Palace,3,221001,Hotel,True,False,25.30619,83.01028,1.863911091187965
1000200050,2018,EastSons Guest House,0,221001,Guest House,False,False,25.29293,83.00659,2.532023202678679
1000200530,2018,SURAJ GUEST HOUSE Varanasi,0,221002,Guest House,False,False,25.32727,82.99046,1.7104091868539304
1000201815,2018,Riverside Paying Guest house,0,221001,Guest House,False,False,25.30724,83.00683,1.4982157192141352
1000203243,2018,Wander Station | Rooms & Dorms,3,221001,Hostel,False,False,25.30511,83.00862,1.7578582179246744
1000203994,2018,Hotel Samman,3,221001,Hotel,True,False,25.30901,83.00725,1.4808388813144644
1000204751,2018,Hotel Vikram Palace,3,221003,Hotel,True,False,25.34973,82.96639,4.965792530885516
1000204962,2018,Hotel Varanasi Heritage,3,221001,Hotel,True,False,25.2903,83.0064,2.772700776098704
1000205442,2018,Kiran Ganga,0,221005,Guest House,True,False,25.27474,83.01264,4.598401410669893
1000207473,2018,Hotel O Shree Shree Guest House,3,220101,Hotel,True,False,25.28203,83.00234,3.4699302127411205
1000207655,2018,Moustache Hostel Varanasi | Rooms & Dorms,0,221005,Hostel,False,False,25.2869,83.00523,3.058444205509485
1000208021,2018,HOTEL BACHCHAN PALACE,2,221001,Hotel,True,False,25.3059,83.00886,1.7432808314555817
1000216299,2018,Villa Benares - A Lavish Standalone Villa,0,221003,Villa,True,False,25.36217,82.95846,6.560981437285395
1000219127,2018,Hotel Midcity,3,221010,Hotel,True,False,25.30848,82.99957,0.7784720754432409
1000219325,2018,South Villa Paying Gust House,0,221001,Guest House,False,False,25.29704,83.00606,2.1291260806373837
1000219785,2018,Vandana Residency,0,221005,Guest House,True,False,25.28918,83.00311,2.7418671446490706
1000219958,2018,New Ashiyana Palace,0,221002,Guest House,False,False,25.32679,82.99112,1.649071449421226
1000219998,2018,Hotel De Villa Inn,3,221002,Hotel,True,False,25.32657,82.9977,1.6851428083113547
1000221454,2019,Hotel Shweta Residency,0,221002,Hotel,True,False,25.32665,82.98838,1.686240751859531
1000222747,2018,Hotel Abhinav International,3,221002,Hotel,False,False,25.32082,82.98683,1.1508879613827405
1000222748,2018,Hotel Shivoy Grand,3,221001,Hotel,False,False,25.29766,83.00409,1.9553373675846693
1000224406,2018,Super Hotel O Hyderabad Gate IIT BHU,3,244001,Hotel,True,False,25.26191,82.98174,5.686983668401149
1000225107,2019,Om shanthi guest house,0,221005,Guest House,False,False,25.28827,83.00421,2.8778047252719383
1000225288,2019,B My Guest | Bed & Breakfast,0,221002,Homestay,True,False,25.33974,82.96686,4.041669623893074
1000225499,2019,Mahamaya PG,0,221007,Guest House,False,False,25.38306,83.02949,8.710043498536084
1000226647,2019,GenX Mirzapur,3,231001,Hotel,False,False,25.1337,82.56444,47.44431910328116
1000229049,2019,SQUARE INN,3,221002,Hotel,True,False,25.33839,82.97824,3.279149137167423
1000235131,2019,Hotel Vagmi,3,221002,Hotel,True,False,25.35121,82.963,5.2912425936479375
1000235900,2019,Ritz Mansion | A Boutique Stay,0,221010,Villa,False,False,25.30591,82.98827,0.8264536347798499
1000237232,2019,Le Lotus Grand,3,221005,Hotel,False,False,25.29087,82.97026,3.2754233627200007
1000238649,2019,Hotel Tamilnadu,0,221001,Guest House,False,False,25.29906,83.00491,1.8819112846228274
1000239398,2019,HOTEL SONA PLAZA,0,221002,Hotel,False,False,25.35267,82.97111,5.020160184995666
1000241022,2019,Backpackers Park | Rooms & Dorms,0,212011,Hostel,False,False,25.30056,83.00631,1.856628580301413
1000244226,2019,New Hotel Yatri Niwas ,0,221002,Hotel,False,False,25.32609,82.98829,1.6289222235573801
1000244479,2019,Hotel Runway Inn,3,221006,Hotel,False,False,25.44451,82.85535,20.197202299047287
1000244584,2019,Hotel Century Plaza  - The Boutique Hotel,0,221005,Hotel,False,False,25.29211,83.00592,2.5741731671921912
1000249055,2019,Super Collection O Jagannath Mandir Road Formerly Paradise Residency,3,221005,Hotel,False,False,25.28486,83.00522,3.2667545492167447
1000249382,2019,Hotel Castillo,4,221010,Hotel,False,False,25.31198,82.98843,0.45005636780977426
1000250124,2019,Ganga Darshnam Guest House,0,220001,Hotel,False,False,25.30644,83.00924,1.7562747892125161
1000250737,2019,Kashi Stay,0,221010,Hotel,False,False,25.31147,82.98587,0.7102359459620995
1000250840,2019,Hotel Ashoka Ganges,0,221001,Hotel,False,False,25.31034,83.00555,1.2850159722878058
1000251638,2019,Shivam Hotel,2,221001,Hotel,False,False,25.32613,82.99023,1.5888199885090386
1000255231,2019,Krisarnit (KSN) Paying Guest House,0,221002,Homestay,False,False,25.31534,82.98456,0.9153815086841809
1000255763,2019,Shiv Ganga Guest House,2,221005,Hotel,False,False,25.28343,82.97858,3.4929173570088876
1000257019,2019,Hotel R D Palace,0,221010,Hotel,False,False,25.3016,82.98846,1.2447640959466437
1000260094,2019,Shiv Rudraksh Resort - Near Assi Ghat,3,221005,Hotel,False,False,25.27368,83.01409,4.768312696588375
1000261925,2019,Collection O Swarna Banquet Bhu Rd,3,221011,Hotel,False,False,25.2575,82.98039,6.1946085608613375
1000263246,2019,Hotel Chandra Inn,0,221103,Hotel,False,False,25.30026,82.96934,2.7074538787843734
1000265323,2019,Hotel Golden Crown,3,221010,Hotel,False,False,25.3134,83.00388,1.1132269263798904
1000265383,2019,Sugar Stars Inn,3,221010,Hotel,False,False,25.30336,82.9758,1.9723832254250142
